Model,Loss,Aiming,Coverage,Accuracy,Absolute_True,Absolute_False,RunTime,Test_Time
model_select+DLCL_at,FocalDiceLossBCEWithLogitsLossContrastiveLoss,0.755,0.707,0.697,0.640,0.032,1069.458,2025-03-01 19:45:45
